Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
01/01 1:00:00,22.03597732,3.586220833,0,0,4.58992533,8.1892,136.5859027,123.9990759,3.33988,9.246946778
01/01 2:00:00,14.64975748,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
01/01 3:00:00,14.66956666,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
01/01 4:00:00,14.67780801,0,0,0,1.52997511,7.4902,3.931931506,0,3.33988,0.5920515062
01/01 5:00:00,14.8247939,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
01/01 6:00:00,22.18264867,3.586220833,0.0131971789,0,4.58992533,8.1892,130.5649421,121.6231847,8.3497,0.5920574407
01/01 7:00:00,38.13184509,3.586220833,0.00737103622,0,9.179850659,19.4245,140.4354538,117.967915,16.6994,5.768138785
01/01 8:00:00,45.59727804,3.586220833,0.007450454092,0,9.179850659,26.9147,135.4560171,105.2134576,25.0491,5.193459464
01/01 9:00:00,45.60364653,3.586220833,0,0,9.179850659,26.9147,145.5750769,106.4078096,33.3988,5.768467288
01/01 10:00:00,38.11376101,3.586220833,0,0,9.179850659,19.4245,147.6959009,116.8790141,25.0491,5.767786783
01/01 11:00:00,42.4352012,3.586220833,0.008012797592,0,9.179850659,26.9147,177.5022984,117.6999854,41.7485,18.05381301
01/01 12:00:00,42.1437099,3.586220833,0,0,9.179850659,26.9147,176.3227494,115.9380379,41.7485,18.63621145
01/01 13:00:00,41.41962073,3.586220833,0,0,9.179850659,26.9147,167.5286575,111.2660792,41.7485,14.51407826
01/01 14:00:00,33.89704606,3.586220833,0,0,9.179850659,19.4245,158.680649,110.7681901,33.3988,14.51365892
01/01 15:00:00,33.89764389,3.586220833,0,0,9.179850659,19.4245,153.2839968,117.239112,25.0491,10.9957848
01/01 16:00:00,36.00133359,3.586220833,0,0,9.179850659,19.4245,167.3348971,122.9381038,33.3988,10.99799331
01/01 17:00:00,45.54644716,3.586220833,0.005751574239,0,9.179850659,26.9147,185.4351957,124.3394303,50.0982,10.99756538
01/01 18:00:00,45.55135973,3.586220833,0,0,9.179850659,26.9147,190.0373937,125.4255895,50.0982,14.51360419
01/01 19:00:00,45.55679431,3.586220833,0,0,9.179850659,26.9147,193.6670575,124.9314663,50.0982,18.63739126
01/01 20:00:00,38.19976737,3.586220833,0,0,9.179850659,19.4245,172.867008,121.4151244,33.3988,18.0530836
01/01 21:00:00,38.18202589,3.586220833,0,0,9.179850659,19.4245,167.0888198,119.1771374,33.3988,14.5128824
01/01 22:00:00,38.11299043,3.586220833,0,0,9.179850659,19.4245,174.8424699,131.7403991,25.0491,18.05297083
01/01 23:00:00,38.00435973,3.586220833,0,0,9.179850659,19.4245,169.5218912,137.7268237,16.6994,15.09566753
01/02 1087032:00:00,38.81510782,3.586220833,0,0,9.179850659,19.4245,153.8724665,138.017477,8.3497,7.505289457
01/02 1:00:00,22.05446109,3.586220833,0,0,4.58992533,8.1892,158.0636608,147.7940647,3.33988,6.929716124
01/02 2:00:00,14.61348165,0,0,0,1.52997511,7.4902,3.931972005,0,3.33988,0.5920920045
01/02 3:00:00,14.63021954,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
01/02 4:00:00,14.64225703,0,0,0,1.52997511,7.4902,3.931926177,0,3.33988,0.5920461768
01/02 5:00:00,14.79326476,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
01/02 6:00:00,22.16287453,3.586220833,0.005869120125,0,4.58992533,8.1892,165.2225549,156.2808027,8.3497,0.5920521196
01/02 7:00:00,38.12403843,3.586220833,0.006969505502,0,9.179850659,19.4245,171.638704,149.1712159,16.6994,5.768088074
01/02 8:00:00,45.59130406,3.586220833,0.008684216729,0,9.179850659,26.9147,189.5961268,142.9299061,25.0491,21.61712069
01/02 9:00:00,45.60018698,3.586220833,0.0020499739,0,9.179850659,26.9147,192.453198,139.2203793,33.3988,19.83401869
01/02 10:00:00,38.11355489,3.586220833,0,0,9.179850659,19.4245,178.9660884,137.6328709,25.0491,16.2841175
01/02 11:00:00,42.42681181,3.586220833,0.004028388429,0,9.179850659,26.9147,195.3161303,138.4734869,41.7485,15.09414337
01/02 12:00:00,42.13807956,3.586220833,0,0,9.179850659,26.9147,185.9901069,127.962255,41.7485,16.27935186
01/02 13:00:00,41.41885802,3.586220833,0,0,9.179850659,26.9147,173.9531982,117.6909283,41.7485,14.51376999
01/02 14:00:00,33.89487678,3.586220833,0,0,9.179850659,19.4245,168.9772849,122.8272075,33.3988,12.75127732
01/02 15:00:00,33.89353409,3.586220833,0,0,9.179850659,19.4245,162.3689302,126.3232769,25.0491,10.99655325
01/02 16:00:00,35.99896527,3.586220833,0,0,9.179850659,19.4245,174.3175435,129.9205418,33.3988,10.99820167
01/02 17:00:00,45.54288297,3.586220833,0.00570909967,0,9.179850659,26.9147,192.6958765,131.5999492,50.0982,10.9977273
01/02 18:00:00,45.55042294,3.586220833,0.002341000807,0,9.179850659,26.9147,190.2888654,125.0948665,50.0982,15.09579892
01/02 19:00:00,45.55970584,3.586220833,0.002424443394,0,9.179850659,26.9147,190.8978942,120.9663998,50.0982,19.83329437
01/02 20:00:00,38.19937629,3.586220833,0,0,9.179850659,19.4245,187.1560961,132.1385977,33.3988,21.61869838
01/02 21:00:00,38.18017902,3.586220833,0,0,9.179850659,19.4245,191.5060019,139.4713271,33.3988,18.63587479
01/02 22:00:00,38.11129237,3.586220833,0,0,9.179850659,19.4245,189.5554903,144.6730403,25.0491,19.83335007
01/02 23:00:00,38.00343077,3.586220833,0,0,9.179850659,19.4245,178.0537288,145.073523,16.6994,16.28080574
01/03 1087056:00:00,38.81433683,3.586220833,0,0,9.179850659,19.4245,162.3757213,144.7766441,8.3497,9.249377207
01/03 1:00:00,22.0555598,3.586220833,0.0009519150167,0,4.58992533,8.1892,153.1606649,142.3146474,3.33988,7.506137518
01/03 2:00:00,14.62144499,0,0,0,1.52997511,7.4902,3.931929473,0,3.33988,0.5920494727
01/03 3:00:00,14.63714025,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
01/03 4:00:00,14.64744586,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
01/03 5:00:00,15.31087384,0,0,0,1.52997511,7.4902,3.931935412,0,3.33988,0.5920554121
01/03 6:00:00,22.6740705,3.586220833,0.005506631324,0,4.58992533,8.1892,170.2768836,161.9071836,8.3497,0.02
01/03 7:00:00,38.35214778,3.586220833,0.007299726324,0,9.179850659,19.4245,170.2908228,147.8235515,16.6994,5.767871315
01/03 8:00:00,45.59394159,3.586220833,0.01079905252,0,9.179850659,26.9147,183.2647914,136.5955933,25.0491,21.62009808
01/03 9:00:00,45.60033691,3.586220833,0.002015591621,0,9.179850659,26.9147,193.3844543,139.5680853,33.3988,20.417569
01/03 10:00:00,38.11236754,3.586220833,0,0,9.179850659,19.4245,186.6928509,145.364074,25.0491,16.27967686
01/03 11:00:00,42.42803138,3.586220833,0.006483035021,0,9.179850659,26.9147,195.6006527,139.33861,41.7485,14.51354265
01/03 12:00:00,42.13973312,3.586220833,0,0,9.179850659,26.9147,186.2199599,128.1894119,41.7485,16.28204799
01/03 13:00:00,41.41900818,3.586220833,0,0,9.179850659,26.9147,177.6944776,120.8517273,41.7485,15.09425026
01/03 14:00:00,33.8938921,3.586220833,0,0,9.179850659,19.4245,166.2937257,120.1408975,33.3988,12.75402822
01/03 15:00:00,33.89393116,3.586220833,0,0,9.179850659,19.4245,160.6770022,124.6309303,25.0491,10.99697192
01/03 16:00:00,35.99826583,3.586220833,0,0,9.179850659,19.4245,172.0279204,127.6314324,33.3988,10.99768804
01/03 17:00:00,45.54438433,3.586220833,0.007296008465,0,9.179850659,26.9147,186.8834633,125.7863255,50.0982,10.99893782
01/03 18:00:00,45.54759359,3.586220833,0,0,9.179850659,26.9147,196.0417856,131.4291932,50.0982,14.51439239
01/03 19:00:00,45.55704561,3.586220833,0.002702419093,0,9.179850659,26.9147,194.113786,123.5988224,50.0982,20.41676361
01/03 20:00:00,38.05862845,3.586220833,0,0,9.179850659,19.4245,172.4290553,117.4131778,33.3988,21.61707756
01/03 21:00:00,38.05087982,3.586220833,0,0,9.179850659,19.4245,167.0418972,115.5898407,33.3988,18.05325655
01/03 22:00:00,38.012042,3.586220833,0,0,9.179850659,19.4245,172.5909307,127.7073188,25.0491,19.83451185
01/03 23:00:00,38.00464428,3.586220833,0,0,9.179850659,19.4245,175.5826532,142.0221329,16.6994,16.86112029
01/04 1087080:00:00,38.81369771,3.586220833,0,0,9.179850659,19.4245,169.0380277,151.4424482,8.3497,9.245879448
01/04 1:00:00,22.05175308,3.586220833,0,0,4.58992533,8.1892,173.0902227,162.2443392,3.33988,7.506003524
01/04 2:00:00,14.60721125,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
01/04 3:00:00,14.62346071,0,0,0,1.52997511,7.4902,3.931928199,0,3.33988,0.5920481988
01/04 4:00:00,14.63854097,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
01/04 5:00:00,14.79066113,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
01/04 6:00:00,22.16220253,3.586220833,0.00583606276,0,4.58992533,8.1892,160.4281205,151.4863276,8.3497,0.5920929287
01/04 7:00:00,38.12414594,3.586220833,0.007036264504,0,9.179850659,19.4245,166.7724979,144.3045095,16.6994,5.768588367
01/04 8:00:00,45.59447148,3.586220833,0.01110563014,0,9.179850659,26.9147,180.4630798,133.7948446,25.0491,21.61913523
01/04 9:00:00,45.60165859,3.586220833,0.002194631073,0,9.179850659,26.9147,185.2884579,132.0579598,33.3988,19.83169819
01/04 10:00:00,38.1143998,3.586220833,0,0,9.179850659,19.4245,175.0313641,133.1169181,25.0491,16.865346
01/04 11:00:00,42.42678761,3.586220833,0.003915813658,0,9.179850659,26.9147,196.2991711,140.0365635,41.7485,14.51410765
01/04 12:00:00,42.1369487,3.586220833,0,0,9.179850659,26.9147,195.3125885,137.2852851,41.7485,16.27880343
01/04 13:00:00,41.41261699,3.586220833,0,0,9.179850659,26.9147,187.7063108,131.4445538,41.7485,14.51325702
01/04 14:00:00,33.89011061,3.586220833,0,0,9.179850659,19.4245,176.2755595,130.1242779,33.3988,12.75248161
01/04 15:00:00,33.89175028,3.586220833,0,0,9.179850659,19.4245,169.3762716,133.3296024,25.0491,10.99756917
01/04 16:00:00,34.93736656,3.586220833,0,0,9.179850659,19.4245,188.6587256,143.6827333,33.3988,11.57719229
01/04 17:00:00,45.53828438,3.586220833,0.003986092995,0,9.179850659,26.9147,206.4368889,145.3413516,50.0982,10.99733727
01/04 18:00:00,45.54655035,3.586220833,0.002147947614,0,9.179850659,26.9147,205.9354223,141.3244826,50.0982,14.51273969
01/04 19:00:00,45.5530628,3.586220833,0.001200593815,0,9.179850659,26.9147,207.1199767,137.1889009,50.0982,19.8328757
01/04 20:00:00,38.19649349,3.586220833,0,0,9.179850659,19.4245,197.2941681,142.2755189,33.3988,21.61984914
01/04 21:00:00,38.17800678,3.586220833,0,0,9.179850659,19.4245,198.9272237,146.8900827,33.3988,18.638341
01/04 22:00:00,38.10937526,3.586220833,0,0,9.179850659,19.4245,195.38807,150.5038071,25.0491,19.83516294
01/04 23:00:00,38.00187817,3.586220833,0,0,9.179850659,19.4245,182.9144449,149.9327999,16.6994,16.28224503
01/05 1087104:00:00,38.81267194,3.586220833,0,0,9.179850659,19.4245,170.1557181,152.5558439,8.3497,9.250174178
01/05 1:00:00,22.05215443,3.586220833,0,0,4.58992533,8.1892,164.4126992,153.5674146,3.33988,7.505404616
01/05 2:00:00,14.61544454,0,0,0,1.52997511,7.4902,3.931952515,0,3.33988,0.592072515
01/05 3:00:00,14.63490251,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
01/05 4:00:00,14.64821386,0,0,0,1.52997511,7.4902,3.931932546,0,3.33988,0.5920525459
01/05 5:00:00,14.79970713,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
01/05 6:00:00,22.16670524,3.586220833,0.006426262133,0,4.58992533,8.1892,148.2106036,139.8409036,8.3497,0.02
01/05 7:00:00,38.12665717,3.586220833,0.007180357803,0,9.179850659,19.4245,155.3428913,132.875126,16.6994,5.768365244
01/05 8:00:00,45.59701147,3.586220833,0.01095974503,0,9.179850659,26.9147,172.2389941,124.9863523,25.0491,22.20354186
01/05 9:00:00,45.60298263,3.586220833,0.002116575179,0,9.179850659,26.9147,179.6289272,126.3976817,33.3988,19.83244555
01/05 10:00:00,38.11544628,3.586220833,0,0,9.179850659,19.4245,169.7726448,128.4424451,25.0491,16.2810997
01/05 11:00:00,42.42847776,3.586220833,0.004033075865,0,9.179850659,26.9147,187.24069,130.9776322,41.7485,14.51455782
01/05 12:00:00,42.13933543,3.586220833,0,0,9.179850659,26.9147,182.9021185,124.2865365,41.7485,16.86708199
01/05 13:00:00,41.41716686,3.586220833,0,0,9.179850659,26.9147,172.2823002,116.0201472,41.7485,14.51365299
01/05 14:00:00,33.89393433,3.586220833,0,0,9.179850659,19.4245,164.3998649,118.2481615,33.3988,12.75290347
01/05 15:00:00,33.89366966,3.586220833,0,0,9.179850659,19.4245,160.4391134,124.3921926,25.0491,10.99782082
01/05 16:00:00,34.93949367,3.586220833,0,0,9.179850659,19.4245,173.1782734,128.7824145,33.3988,10.99705886
01/05 17:00:00,45.54440461,3.586220833,0.007497133374,0,9.179850659,26.9147,184.6712358,123.5755358,50.0982,10.99750003
01/05 18:00:00,45.55136872,3.586220833,0.00206576364,0,9.179850659,26.9147,185.5006384,120.8879068,50.0982,14.51453167
01/05 19:00:00,45.55857178,3.586220833,0.002540848579,0,9.179850659,26.9147,188.8487089,118.3309291,50.0982,20.41957986
01/05 20:00:00,38.20251764,3.586220833,0,0,9.179850659,19.4245,166.624044,111.6057677,33.3988,21.61947631
01/05 21:00:00,38.18763889,3.586220833,0,0,9.179850659,19.4245,159.3406424,107.8888556,33.3988,18.05298685
01/05 22:00:00,38.1160582,3.586220833,0,0,9.179850659,19.4245,164.8172449,119.3500763,25.0491,20.41806856
01/05 23:00:00,38.00758785,3.586220833,0,0,9.179850659,19.4245,152.4492071,119.4730581,16.6994,16.27674898
01/06 1087128:00:00,38.81888157,3.586220833,0,0,9.179850659,19.4245,134.0180886,116.4218446,8.3497,9.246544063
01/06 1:00:00,22.06021837,3.586220833,0,0,4.58992533,8.1892,131.8769384,121.0309102,3.33988,7.506148185
01/06 2:00:00,14.62316303,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
01/06 3:00:00,14.64216361,0,0,0,1.52997511,7.4902,3.931967324,0,3.33988,0.5920873237
01/06 4:00:00,14.65602623,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
01/06 5:00:00,15.32335039,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
01/06 6:00:00,22.68656928,3.586220833,0.007312413354,0,4.58992533,8.1892,130.9945583,122.0527651,8.3497,0.5920932029
01/06 7:00:00,38.36001547,3.586220833,0.007357367753,0,9.179850659,19.4245,138.0486874,115.5806364,16.6994,5.768651041
01/06 8:00:00,45.60175338,3.586220833,0.01132991666,0,9.179850659,26.9147,153.2128767,106.5431671,25.0491,21.62060953
01/06 9:00:00,45.60796034,3.586220833,0.0023174458,0,9.179850659,26.9147,158.8520446,105.6202367,33.3988,19.83300796
01/06 10:00:00,38.12059225,3.586220833,0,0,9.179850659,19.4245,147.0570799,105.1470971,25.0491,16.86088283
01/06 11:00:00,42.43395304,3.586220833,0.004186277308,0,9.179850659,26.9147,163.0130477,106.7524413,41.7485,14.51210637
01/06 12:00:00,42.14406346,3.586220833,0,0,9.179850659,26.9147,158.2093723,100.1808405,41.7485,16.2800318
01/06 13:00:00,41.42113556,3.586220833,0,0,9.179850659,26.9147,149.6513003,93.3884791,41.7485,14.5143212
01/06 14:00:00,33.89779543,3.586220833,0,0,9.179850659,19.4245,142.6514751,96.4992809,33.3988,12.75339423
01/06 15:00:00,33.89867079,3.586220833,0,0,9.179850659,19.4245,139.3992657,102.7741948,25.0491,11.57597085
01/06 16:00:00,34.94405931,3.586220833,0,0,9.179850659,19.4245,156.0676876,111.6715611,33.3988,10.99732651
01/06 17:00:00,45.54838106,3.586220833,0.007504807214,0,9.179850659,26.9147,171.5131624,110.417076,50.0982,10.99788642
01/06 18:00:00,45.55424174,3.586220833,0.002193802803,0,9.179850659,26.9147,170.2014285,105.5909279,50.0982,14.51230064
01/06 19:00:00,45.5609817,3.586220833,0.00261573836,0,9.179850659,26.9147,169.8219085,99.88986343,50.0982,19.83384512
01/06 20:00:00,38.06164231,3.586220833,0,0,9.179850659,19.4245,156.677844,101.0776739,33.3988,22.20137013
01/06 21:00:00,38.053619,3.586220833,0,0,9.179850659,19.4245,152.4398126,100.9866706,33.3988,18.05434201
01/06 22:00:00,38.01591799,3.586220833,0,0,9.179850659,19.4245,152.1797205,107.298157,25.0491,19.83246345
01/06 23:00:00,38.01055884,3.586220833,0,0,9.179850659,19.4245,145.0333684,112.0504241,16.6994,16.28354429
01/07 1087152:00:00,38.82086087,3.586220833,0,0,9.179850659,19.4245,133.8666906,116.2660973,8.3497,9.250893266
01/07 1:00:00,22.06140225,3.586220833,0,0,4.58992533,8.1892,135.1200153,124.2754994,3.33988,7.504635969
01/07 2:00:00,14.62144309,0,0,0,1.52997511,7.4902,3.931970409,0,3.33988,0.5920904087
01/07 3:00:00,14.63852964,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
01/07 4:00:00,14.65109231,0,0,0,1.52997511,7.4902,3.931976282,0,3.33988,0.5920962818
01/07 5:00:00,14.8020583,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
01/07 6:00:00,22.17314481,3.586220833,0.0118791173,0,4.58992533,8.1892,144.6109689,135.6692184,8.3497,0.5920504424
01/07 7:00:00,38.12890419,3.586220833,0.007101681516,0,9.179850659,19.4245,152.287194,130.3939933,16.6994,5.193800655
01/07 8:00:00,45.59040547,3.586220833,0.00710510094,0,9.179850659,26.9147,149.0105628,118.1936331,25.0491,5.767829656
01/07 9:00:00,45.59496051,3.586220833,0,0,9.179850659,26.9147,156.444678,117.277405,33.3988,5.768472943
01/07 10:00:00,38.11708111,3.586220833,0.003494649669,0,9.179850659,19.4245,166.4639047,123.3616795,25.0491,18.05312524
01/07 11:00:00,42.43087475,3.586220833,0.00402443236,0,9.179850659,26.9147,188.6806148,130.6475566,41.7485,16.28455823
01/07 12:00:00,42.14146275,3.586220833,0,0,9.179850659,26.9147,183.1613489,122.7738239,41.7485,18.63902493
01/07 13:00:00,41.41843014,3.586220833,0,0,9.179850659,26.9147,177.0373802,117.2333549,41.7485,18.05552534
01/07 14:00:00,33.89538891,3.586220833,0,0,9.179850659,19.4245,168.8237131,119.1430836,33.3988,16.28182949
01/07 15:00:00,33.89673428,3.586220833,0,0,9.179850659,19.4245,162.6749771,123.1124108,25.0491,14.51346634
01/07 16:00:00,34.94328572,3.586220833,0,0,9.179850659,19.4245,174.1036347,125.6102591,33.3988,15.09457563
01/07 17:00:00,45.54650534,3.586220833,0.00644193297,0,9.179850659,26.9147,189.497276,126.6454676,50.0982,12.75360839
01/07 18:00:00,45.5494571,3.586220833,0,0,9.179850659,26.9147,192.0259678,127.4137115,50.0982,14.51405633
01/07 19:00:00,45.5581074,3.586220833,0.002676017362,0,9.179850659,26.9147,187.2094001,117.279136,50.0982,19.83206406
01/07 20:00:00,38.20208121,3.586220833,0,0,9.179850659,19.4245,168.6584283,114.8415311,33.3988,20.4180972
01/07 21:00:00,38.18421209,3.586220833,0,0,9.179850659,19.4245,169.641976,118.1869511,33.3988,18.05622485
01/07 22:00:00,38.11655502,3.586220833,0,0,9.179850659,19.4245,163.2483753,118.3667339,25.0491,19.83254139
01/07 23:00:00,38.00840217,3.586220833,0,0,9.179850659,19.4245,153.4202327,122.2079185,16.6994,14.51291426
01/08 1087176:00:00,38.81825633,3.586220833,0,0,9.179850659,19.4245,153.302911,133.3773045,8.3497,11.57590652
01/08 1:00:00,22.05823483,3.586220833,0,0,4.58992533,8.1892,157.8679937,145.2836362,3.33988,9.24447751
01/08 2:00:00,14.61688497,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
01/08 3:00:00,14.63303485,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
01/08 4:00:00,14.64604499,0,0,0,1.52997511,7.4902,3.931939159,0,3.33988,0.5920591591
01/08 5:00:00,14.79661486,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
01/08 6:00:00,22.16710437,3.586220833,0.01092611854,0,4.58992533,8.1892,165.2707158,156.3289508,8.3497,0.5920650814
01/08 7:00:00,38.12449569,3.586220833,0.007019416314,0,9.179850659,19.4245,172.3830776,149.9154616,16.6994,5.768215964
01/08 8:00:00,45.58640922,3.586220833,0.007135347672,0,9.179850659,26.9147,166.2865207,136.0438927,25.0491,5.193527991
01/08 9:00:00,45.59133215,3.586220833,0,0,9.179850659,26.9147,173.31265,134.1453076,33.3988,5.768542455
01/08 10:00:00,38.10612647,3.586220833,0,0,9.179850659,19.4245,173.984635,143.1676737,25.0491,5.767861305
01/08 11:00:00,42.427558,3.586220833,0.007915078297,0,9.179850659,26.9147,202.4667726,142.6642307,41.7485,18.05404197
01/08 12:00:00,42.13857849,3.586220833,0,0,9.179850659,26.9147,199.0551155,138.6701768,41.7485,18.63643877
01/08 13:00:00,41.41285424,3.586220833,0,0,9.179850659,26.9147,189.5167986,133.2540474,41.7485,14.51425114
01/08 14:00:00,33.88955943,3.586220833,0,0,9.179850659,19.4245,184.0114261,136.098799,33.3988,14.5138271
01/08 15:00:00,33.89094128,3.586220833,0,0,9.179850659,19.4245,178.4980924,142.4524915,25.0491,10.99650089
01/08 16:00:00,34.93633769,3.586220833,0,0,9.179850659,19.4245,189.8096487,145.413622,33.3988,10.99722665
01/08 17:00:00,45.54073415,3.586220833,0.007087751089,0,9.179850659,26.9147,207.1216514,146.0260945,50.0982,10.9973569
01/08 18:00:00,45.54623112,3.586220833,0.002174450397,0,9.179850659,26.9147,210.1025886,145.4915632,50.0982,14.51282546
01/08 19:00:00,45.54984276,3.586220833,0,0,9.179850659,26.9147,209.890166,141.1536582,50.0982,18.63830781
01/08 20:00:00,38.19513295,3.586220833,0,0,9.179850659,19.4245,190.4981959,139.0461225,33.3988,18.05327349
01/08 21:00:00,38.17771658,3.586220833,0,0,9.179850659,19.4245,183.3913827,135.479552,33.3988,14.51303069
01/08 22:00:00,38.10983395,3.586220833,0,0,9.179850659,19.4245,186.5335841,143.4313339,25.0491,18.05315021
01/08 23:00:00,38.00164898,3.586220833,0,0,9.179850659,19.4245,180.8930315,149.0978192,16.6994,15.09581232
01/09 1087200:00:00,38.81251482,3.586220833,0,0,9.179850659,19.4245,165.9818737,150.1268136,8.3497,7.505360166
01/09 1:00:00,22.05216698,3.586220833,0,0,4.58992533,8.1892,168.9322344,158.5099801,3.33988,7.08237433
01/09 2:00:00,14.60744234,0,0,0,1.52997511,7.4902,3.780287052,0,3.33988,0.4404070522
01/09 3:00:00,14.6225422,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
01/09 4:00:00,14.63582688,0,0,0,1.52997511,7.4902,3.931930594,0,3.33988,0.5920505937
01/09 5:00:00,14.78685851,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
01/09 6:00:00,22.15875073,3.586220833,0.005324810828,0,4.58992533,8.1892,172.6463859,163.7046294,8.3497,0.5920565295
01/09 7:00:00,38.12181321,3.586220833,0.006998812236,0,9.179850659,19.4245,178.8650429,156.397509,16.6994,5.768133952
01/09 8:00:00,45.58960214,3.586220833,0.008828358724,0,9.179850659,26.9147,195.4133859,148.7453584,25.0491,21.61892745
01/09 9:00:00,45.59670286,3.586220833,0,0,9.179850659,26.9147,204.8935861,151.6602245,33.3988,19.83456161
01/09 10:00:00,38.11076644,3.586220833,0,0,9.179850659,19.4245,194.2141586,152.8808718,25.0491,16.28418674
01/09 11:00:00,42.42371065,3.586220833,0.004027553802,0,9.179850659,26.9147,211.1759385,154.3332337,41.7485,15.09420483
01/09 12:00:00,42.13504834,3.586220833,0,0,9.179850659,26.9147,207.0195718,148.9937126,41.7485,16.27735921
01/09 13:00:00,41.41089481,3.586220833,0,0,9.179850659,26.9147,196.5611118,140.2995023,41.7485,14.51310941
01/09 14:00:00,33.88815884,3.586220833,0,0,9.179850659,19.4245,187.8855885,141.7354062,33.3988,12.75138236
01/09 15:00:00,33.88913751,3.586220833,0,0,9.179850659,19.4245,179.6226783,143.5769365,25.0491,10.99664185
01/09 16:00:00,34.93571117,3.586220833,0,0,9.179850659,19.4245,188.3744747,143.9783095,33.3988,10.9973652
01/09 17:00:00,45.54073992,3.586220833,0.007309365674,0,9.179850659,26.9147,201.9789494,140.8832567,50.0982,10.99749276
01/09 18:00:00,45.54457248,3.586220833,0,0,9.179850659,26.9147,206.5149351,141.3207951,50.0982,15.09593993
01/09 19:00:00,45.55330103,3.586220833,0.002715167981,0,9.179850659,26.9147,206.5975341,136.6644702,50.0982,19.83486391
01/09 20:00:00,38.19683744,3.586220833,0,0,9.179850659,19.4245,193.4750342,138.4575569,33.3988,21.61867727
01/09 21:00:00,38.17943163,3.586220833,0,0,9.179850659,19.4245,189.7938057,137.7583274,33.3988,18.63667828
01/09 22:00:00,38.11101405,3.586220833,0,0,9.179850659,19.4245,190.9962618,146.1137208,25.0491,19.83344099
01/09 23:00:00,38.00227498,3.586220833,0,0,9.179850659,19.4245,184.2503693,151.2700913,16.6994,16.280878
01/10 1087224:00:00,38.81308105,3.586220833,0,0,9.179850659,19.4245,169.3431173,151.7440001,8.3497,9.249417219
01/10 1:00:00,22.05144186,3.586220833,0,0,4.58992533,8.1892,176.7810823,165.9350454,3.33988,7.506156915
01/10 2:00:00,14.60946887,0,0,0,1.52997511,7.4902,3.931932198,0,3.33988,0.5920521976
01/10 3:00:00,14.62499841,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
01/10 4:00:00,14.63501287,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
01/10 5:00:00,15.30101571,0,0,0,1.52997511,7.4902,3.93193813,0,3.33988,0.5920581302
01/10 6:00:00,22.66833942,3.586220833,0.00589004982,0,4.58992533,8.1892,187.0849674,178.7152674,8.3497,0.02
01/10 7:00:00,38.34706467,3.586220833,0.007084496807,0,9.179850659,19.4245,193.5625126,171.0952144,16.6994,5.767898248
01/10 8:00:00,45.58863668,3.586220833,0.01118123484,0,9.179850659,26.9147,208.48777,161.818475,25.0491,21.62019491
01/10 9:00:00,45.59620193,3.586220833,0.002415380477,0,9.179850659,26.9147,208.5717426,154.7552857,33.3988,20.41765692
01/10 10:00:00,38.10983606,3.586220833,0,0,9.179850659,19.4245,192.1673776,150.8385324,25.0491,16.27974512
01/10 11:00:00,42.42333556,3.586220833,0.004064275625,0,9.179850659,26.9147,207.1672816,150.9049593,41.7485,14.51382234
01/10 12:00:00,42.13502866,3.586220833,0,0,9.179850659,26.9147,199.7557573,141.725378,41.7485,16.28187933
01/10 13:00:00,41.41389052,3.586220833,0,0,9.179850659,26.9147,192.0731529,135.2312474,41.7485,15.09340556
01/10 14:00:00,33.88843491,3.586220833,0,0,9.179850659,19.4245,183.8963589,137.7445665,33.3988,12.75299241
