Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 01/01  01:00:00,49.7663221082,4.93172712481,0.0184140803605,14.2493210366,12.925468867,10.100111941,65.6273767706,59.8518123798,0.0,5.7755643908
 01/01  02:00:00,49.0527739641,4.92248450024,0.0167656663259,13.5479822284,12.925468867,10.100111941,60.2891926679,54.5225450246,0.0,5.76664764327
 01/01  03:00:00,45.6644168421,4.95027839708,0.00869215071231,14.7589421591,8.34152022915,10.0650221343,54.9688954405,54.9488954405,0.0,0.02
 01/01  04:00:00,46.4704057668,4.96653890671,0.00332204956026,15.554039442,8.34152022915,10.0650221343,62.288919137,56.5223270796,0.0,5.7665920574
 01/01  05:00:00,48.4043676052,4.97314094774,3.30960792018e-05,15.8778712997,8.34152022915,11.6705166398,63.4972427933,57.7215099391,0.0,5.77573285428
 01/01  06:00:00,52.7616967358,4.97776905147,0.0,16.0720968586,8.80141237637,15.3678112995,69.2846039281,57.7358622744,0.0,11.5487416537
 01/01  07:00:00,70.7867110082,4.93226377036,0.00197040613464,14.1636447608,18.5082010057,25.6353820695,68.9951142159,57.4116672688,0.0,11.5834469471
 01/01  08:00:00,83.351050148,4.84944618157,0.0290301054475,10.3279553625,19.4926561212,41.1001056674,72.3127957685,54.8153102077,0.0,17.4974855608
 01/01  09:00:00,103.313203061,4.76824269679,0.141532670802,6.50064860304,26.3286599382,57.9988325916,94.9823371872,47.0671552357,0.0,47.9151819515
 01/01  10:00:00,92.3171641157,4.82344624784,1.66684167945,9.19851771405,26.2443270014,42.8153538416,107.403463493,47.7842110554,18.025,41.5942524372
 01/01  11:00:00,67.0967431668,4.91173479727,1.76867995696,13.3151861985,21.7447113004,23.4437158914,103.806497363,50.2859208746,18.025,35.4955764888
 01/01  12:00:00,63.2557704673,4.9205355881,1.75941088978,13.7611207833,19.3449162599,23.4437158914,98.2329396821,50.7222251482,18.025,29.4857145339
 01/01  13:00:00,63.0340968653,4.91555655579,1.59601813081,13.5660547907,19.190480192,23.7425572507,97.8601315109,50.4361776974,18.025,29.3989538135
 01/01  14:00:00,62.738611474,4.90913236276,1.63518405253,13.2117077879,19.260583323,23.698576057,89.0771814807,47.5368115595,18.025,23.5153699212
 01/01  15:00:00,63.2816873444,4.91992535363,1.62726062988,13.7519144859,19.260583323,23.698576057,96.0542978766,48.636730563,18.025,29.3925673136
 01/01  16:00:00,67.8483394502,4.94404820067,1.60509379866,14.8385593768,19.260583323,23.4086260847,99.2694046686,51.8509025506,18.025,29.393502118
 01/01  17:00:00,76.1231433588,4.96441102259,0.708803827086,15.7699532727,19.260583323,27.8781056672,77.654962777,53.855846542,18.025,5.774116235
 01/01  18:00:00,82.4558276033,4.92593149597,0.0178509832071,14.2093896652,18.1807569449,37.5792895564,68.7859379493,57.2375587897,0.0,11.5483791596
 01/01  19:00:00,93.7887501325,4.86707960183,0.0374846809648,11.6877524349,32.6059821062,37.0465235296,69.1303301445,63.3371548003,0.0,5.79317534419
 01/01  20:00:00,91.5738680794,4.81692565096,0.0510332961347,9.27798026003,36.8143715336,33.066984531,79.5605122136,62.1709067233,0.0,17.3896054902
 01/01  21:00:00,94.8901016629,4.78026973704,0.113790117456,7.20861278292,36.43363367,38.8072253906,74.2358289334,62.6368236509,0.0,11.5990052825
 01/01  22:00:00,93.0371884332,4.79032764008,0.137960192113,7.67818092783,36.0963922311,36.7877557581,77.5108538482,65.9099844012,0.0,11.600869447
 01/01  23:00:00,75.6534012362,4.86326568146,0.0419388163999,11.6367836552,30.9507766546,20.6087787026,86.1479280157,68.6488998625,0.0,17.4990281531
 01/01  24:00:00,57.3961476822,4.95135248889,0.0199179906967,15.7489363539,17.4250845679,11.7056064465,81.9352764176,70.3511368137,0.0,11.5841396039
 01/02  01:00:00,52.3302567619,5.00230124487,0.0109623882731,18.0694461064,11.6412384099,10.0650221343,84.1976431876,72.6665007627,0.0,11.5311424248
 01/02  02:00:00,52.2822344562,5.034470199,0.00397980549837,19.5571434542,10.0992000411,10.047477231,73.6908005852,73.6708005852,0.0,0.02
 01/02  03:00:00,52.2929909612,5.07243347535,0.0,21.3934738009,8.25718729233,10.0299323277,82.3090893049,76.5424522763,0.0,5.76663702858
 01/02  04:00:00,53.4375627203,5.09650510302,0.0,22.5139734151,8.25718729233,10.0299323277,83.8133381418,78.0467613202,0.0,5.76657682158
 01/02  05:00:00,55.5334362705,5.10712388591,0.0,22.9924126118,8.25718729233,11.6354268332,83.8730092871,78.0974505783,0.0,5.77555870872
 01/02  06:00:00,62.8767548012,5.10027911592,0.0,22.7622836047,12.1011305571,15.3678112995,88.6739702546,77.0902384857,0.0,11.5837317689
 01/02  07:00:00,86.3975269115,4.96137972656,0.0136969097768,16.8789350616,19.7275818095,37.2640762949,98.5606490439,75.2370161626,0.0,23.3236328812
 01/02  08:00:00,101.861597797,4.89371383288,0.0410003114225,13.7784112459,24.3117294858,51.2795993405,96.8992246203,73.4304744237,0.0,23.4687501966
 01/02  09:00:00,95.1095571091,4.99313878557,0.0326754297372,18.2113961599,23.6694662846,40.6342015617,103.519094208,61.917496523,0.0,41.601597685
 01/02  10:00:00,92.2925755902,5.01776574847,1.26229430608,19.1481176073,23.6694662846,35.6302164847,111.86633694,59.803393613,18.025,34.0379433272
 01/02  11:00:00,72.289414776,5.09034606128,1.46650604728,22.1172737723,18.7433767983,22.9618409725,108.776005882,59.8168160144,18.025,30.9341898672
 01/02  12:00:00,70.3084384412,5.09020220773,1.52613166934,21.9634585739,18.7433767983,22.9618409725,105.649246295,58.2265102585,18.025,29.3977360369
 01/02  13:00:00,68.6029371705,5.05450884607,1.41404004808,20.3622939759,18.5889407304,23.1597249699,95.946922356,54.4045229062,18.025,23.5173994498
 01/02  14:00:00,68.8430988103,5.05332643814,1.41866326961,20.3525135026,18.7433767983,23.2517909448,101.868430009,54.4520314013,18.025,29.3913986079
 01/02  15:00:00,68.4585213137,5.04671814062,1.46821844027,19.9249881169,18.7433767983,23.2517909448,100.563973321,53.1466380942,18.025,29.3923352265
 01/02  16:00:00,72.0661347645,5.05106136698,1.49863672547,20.0197894676,18.7433767983,22.9618409725,101.793222379,54.374952962,18.025,29.3932694168
 01/02  17:00:00,79.6771741152,5.05584594473,0.592840227313,20.3125059875,18.7433767983,27.431320555,80.2813324731,56.4809962736,18.025,5.77533619954
 01/02  18:00:00,87.6465735586,4.97363030305,0.00761586756762,16.7606979785,17.6635504202,40.6971502883,70.0459370168,58.4805056058,0.0,11.5654314111
 01/02  19:00:00,92.1161324349,4.92792312526,0.0257105167777,14.7520562654,27.5259009287,37.3340067412,81.7080626288,64.2368583148,0.0,17.471204314
 01/02  20:00:00,94.1570583935,4.91630174171,0.035262825791,14.4703450206,33.8341110165,33.3544677425,81.6579903985,70.0577223991,0.0,11.6002679993
 01/02  21:00:00,100.768231708,4.8788631229,0.0525618960024,12.9474968431,36.5179666069,38.8247702939,87.1390166105,75.541719329,0.0,11.5972972814
 01/02  22:00:00,94.1325233861,4.85567101201,0.0573804246271,11.8443384669,32.965339924,36.8579353714,98.7333120226,75.410022211,0.0,23.3232898116
 01/02  23:00:00,74.4349828357,4.9378192094,0.0307189658489,15.6391137364,25.6355707503,20.6438685092,86.8397527923,75.221021678,0.0,11.6187311144
 01/02  24:00:00,58.8024741229,5.02549242506,0.00833157298735,19.4951468436,15.0252895274,11.7056064465,80.8087351475,75.024279196,0.0,5.78445595159
 01/03  01:00:00,54.1344937702,5.04052354011,0.00206012614012,19.8443631438,11.6412384099,10.0650221343,82.2652097791,70.7340159476,0.0,11.5311938315
 01/03  02:00:00,54.2915720127,5.07608482625,0.0,21.5288460514,10.0992000411,10.047477231,78.8365225925,73.0699549049,0.0,5.76656768762
 01/03  03:00:00,54.0627165443,5.11000909892,0.0,23.125624055,8.25718729233,10.0299323277,75.5205672708,75.5005672708,0.0,0.02
 01/03  04:00:00,55.3790272057,5.13669108046,0.0,24.4152521821,8.25718729233,10.0299323277,83.9188701782,78.1518506296,0.0,5.76701954864
 01/03  05:00:00,58.3839681606,5.16351940422,0.0,25.7865483925,8.25718729233,11.6354268332,87.4389378365,81.663290933,0.0,5.77564690352
 01/03  06:00:00,65.5551250085,5.15330522814,0.0,25.3876280295,12.1011305571,15.3678112995,92.4217913945,80.8387719565,0.0,11.583019438
 01/03  07:00:00,87.3739608458,4.98010043164,0.00500810379004,17.8453366787,19.7275818095,37.2640762949,98.4387078382,75.1157406704,0.0,23.3229671678
 01/03  08:00:00,101.860611554,4.89510383369,0.0371635224345,13.7798730574,24.3117294858,51.2795993405,94.0195483208,70.5519428473,0.0,23.4676054735
 01/03  09:00:00,96.2310755579,5.01586477452,0.0249865110645,19.3178776816,23.6694662846,40.6342015617,104.129557903,62.5291514618,0.0,41.6004064408
 01/03  10:00:00,94.6562146926,5.06578020251,1.15682574102,21.5692113441,23.6694662846,35.6302164847,117.551843517,64.0351443123,18.025,35.4916992047
 01/03  11:00:00,73.6435677831,5.1207598819,1.44788780316,23.4596309296,18.7433767983,22.9618409725,108.303423673,60.7872623567,18.025,29.4911613164
 01/03  12:00:00,71.709638401,5.12201218892,1.5288158467,23.3301640367,18.7433767983,22.9618409725,106.410054072,58.9913561194,18.025,29.3936979524
 01/03  13:00:00,71.6813887182,5.12398389964,1.38535457037,23.3999550986,18.5889407304,23.1597249699,104.744976285,57.3251517601,18.025,29.3948245246
 01/03  14:00:00,71.4228897088,5.11473705636,1.44994804784,22.8396096337,18.7433767983,23.2517909448,96.5481932324,55.0109920585,18.025,23.5122011739
 01/03  15:00:00,71.2282822222,5.11214435309,1.48748639867,22.6100552923,18.7433767983,23.2517909448,101.515151523,54.1014275234,18.025,29.388724
 01/03  16:00:00,74.2087197533,5.1025178372,1.5191211161,22.090433704,18.7433767983,22.9618409725,102.039533758,54.624857127,18.025,29.3896766311
 01/03  17:00:00,80.9396727909,5.0877236003,0.658823535476,21.4771433165,18.7433767983,27.431320555,78.5128595383,54.7124631462,18.025,5.77539639211
 01/03  18:00:00,90.7177124356,5.03760060373,0.0,19.7754817742,17.6635504202,40.6971502883,74.4544543306,62.8886189821,0.0,11.5658353485
 01/03  19:00:00,94.2199167356,4.97126825429,0.0160753352413,16.8221297121,27.5259009287,37.3340067412,84.0758352146,66.6053729773,0.0,17.4704622372
 01/03  20:00:00,93.2583436009,4.90497273703,0.0350389592812,13.5831818357,33.8341110165,33.3544677425,74.6277644794,63.0265568552,0.0,11.6012076242
 01/03  21:00:00,98.3870212416,4.84292379524,0.0569890779218,10.5978020458,36.5179666069,38.8247702939,75.0699412563,63.4717634853,0.0,11.598177771
 01/03  22:00:00,92.6044724832,4.83332494674,0.0595117182519,10.3365018087,32.965339924,36.8579353714,90.3270260421,67.004601909,0.0,23.322424133
 01/03  23:00:00,74.7434365937,4.94617135762,0.0272780755728,15.9426554768,25.6355707503,20.6438685092,85.8647749854,74.2456887526,0.0,11.6190862328
 01/03  24:00:00,60.7026992665,5.06354687691,0.00213131680786,21.3635169727,15.0252895274,11.7056064465,90.9222941678,79.3734666434,0.0,11.5488275244
 01/04  01:00:00,58.1475087676,5.11684768349,0.0,23.7831146232,11.6412384099,10.0650221343,88.1087955501,82.333297311,0.0,5.77549823912
 01/04  02:00:00,58.0668218941,5.14883375599,0.0,25.2313466291,10.0992000411,10.047477231,89.7539633207,83.9869494078,0.0,5.7670139129
 01/04  03:00:00,56.0463400282,5.15027685169,0.0,25.0689798062,8.25718729233,10.0299323277,80.8691522396,80.8491522396,0.0,0.02
 01/04  04:00:00,55.7792272909,5.14792233767,0.0,24.8042214078,8.25718729233,10.0299323277,84.0255635702,78.2586105119,0.0,5.7669530583
 01/04  05:00:00,57.4643185378,5.15062136447,0.0,24.8797966518,8.25718729233,11.6354268332,88.7582122589,77.2280424489,0.0,11.5301698099
 01/04  06:00:00,64.5022593909,5.1378790623,0.0,24.3501885175,12.1011305571,15.3678112995,81.4716474473,75.6708644074,0.0,5.80078303999
 01/04  07:00:00,87.5384256305,4.98541083003,0.000915866944853,18.0085837567,19.7275818095,37.2640762949,97.0602267433,73.7358565081,0.0,23.3243702352
 01/04  08:00:00,102.017566278,4.89931223722,0.0341154066705,13.9356678447,24.3117294858,51.2795993405,93.0279916537,69.5585627428,0.0,23.4694289109
 01/04  09:00:00,95.5422059436,5.00675035995,0.0344611430219,18.628647925,23.6694662846,40.6342015617,100.872634607,59.2715426651,0.0,41.6010919419
 01/04  10:00:00,93.089585518,5.03807290794,1.31322192139,19.873893469,23.6694662846,35.6302164847,112.016188344,58.4989412142,18.025,35.4922471294
 01/04  11:00:00,73.9903076032,5.12893615431,1.43934016836,23.8067419696,18.7433767983,22.9618409725,108.934776512,61.4201601251,18.025,29.4896163871
 01/04  12:00:00,72.9964326259,5.14681498973,1.40220334099,24.7187680971,18.7433767983,22.9618409725,110.921699982,63.5006399065,18.025,29.3960600754
 01/04  13:00:00,73.1281804344,5.15233101128,1.248571103,24.955182887,18.5889407304,23.1597249699,110.066934138,62.6447562348,18.025,29.3971779035
 01/04  14:00:00,72.6055656941,5.13781286663,1.3288885258,24.12026893,18.7433767983,23.2517909448,101.544185855,60.0050703733,18.025,23.5141154812
 01/04  15:00:00,71.541259714,5.11531600993,1.37839023728,23.0289578584,18.7433767983,23.2517909448,105.491146888,58.0750906188,18.025,29.3910562692
 01/04  16:00:00,73.9028474612,5.13021630703,1.32414388663,23.8358405707,18.7433767983,22.9618409725,109.613320738,62.1963218306,18.025,29.391998907
 01/04  17:00:00,83.782437149,5.14349954474,0.405380106871,24.5175742172,18.7433767983,27.431320555,88.082373765,64.2822150049,18.025,5.77515876014
 01/04  18:00:00,92.2773563237,5.06479949019,0.0,21.3079260396,17.6635504202,40.6971502883,79.9052582153,68.3395902851,0.0,11.5656679303
 01/04  19:00:00,96.6051082938,5.01148355988,0.00415045764375,19.1790302515,27.5259009287,37.3340067412,91.6217149813,74.1517108683,0.0,17.470004113
 01/04  20:00:00,97.5994137931,4.97822815492,0.0189208479143,17.8671145564,33.8341110165,33.3544677425,88.3038765494,76.7030651053,0.0,11.6008114441
 01/04  21:00:00,103.745469673,4.93099500057,0.0416460103533,15.8835213034,36.5179666069,38.8247702939,92.3754809056,80.776387542,0.0,11.5990933635
 01/04  22:00:00,96.9001878738,4.90434847056,0.0485377601121,14.5721689919,32.965339924,36.8579353714,103.107971016,79.7843068,0.0,23.3236642163
 01/04  23:00:00,77.2205590053,4.98853272215,0.0198599890591,18.3848347655,25.6355707503,20.6438685092,90.677381525,79.0583767809,0.0,11.6190047442
 01/04  24:00:00,62.5694288658,5.09819075731,0.0,23.1977335626,15.0252895274,11.7056064465,92.2200881821,80.6723249063,0.0,11.5477632757
 01/05  01:00:00,58.4619676662,5.12449204043,0.0,24.0899295176,11.6412384099,10.0650221343,84.0558241472,78.2802052754,0.0,5.77561887178
 01/05  02:00:00,56.0691124092,5.11490735979,0.0,23.2675633397,10.0992000411,10.047477231,78.6078663909,72.8409108646,0.0,5.76695552626
 01/05  03:00:00,54.4356804876,5.12331872872,0.0,23.4852780759,8.25718729233,10.0299323277,76.9335316864,71.1666368189,0.0,5.76689486756
 01/05  04:00:00,54.7290892937,5.13100417461,0.0,23.7710016601,8.25718729233,10.0299323277,71.0211781101,71.0011781101,0.0,0.02
 01/05  05:00:00,56.4285428123,5.13431028604,0.0,23.8603324803,8.25718729233,11.6354268332,82.4198705759,70.8901079201,0.0,11.5297626559
 01/05  06:00:00,63.3365242534,5.11953523306,0.0,23.2027974443,12.1011305571,15.3678112995,81.3132391595,69.7300170383,0.0,11.5832221212
 01/05  07:00:00,86.1916064524,4.9643965766,0.000418689600571,16.6832748324,19.7275818095,37.2640762949,85.2147437277,67.7174816587,0.0,17.497262069
 01/05  08:00:00,100.89764766,4.88243740176,0.0357363865424,12.831003168,24.3117294858,51.2795993405,88.4616802634,64.993320749,0.0,23.4683595144
 01/05  09:00:00,94.6793752703,4.99305619873,0.0403281877123,17.7736444257,23.6694662846,40.6342015617,98.1985297165,56.5982938502,0.0,41.6002358663
 01/05  10:00:00,92.3216176009,5.02474648537,1.37759442841,19.0548797621,23.6694662846,35.6302164847,109.869397679,56.3496439796,18.025,35.4947536998
 01/05  11:00:00,72.4964891102,5.10205555393,1.55843123073,22.220712922,18.7433767983,22.9618409725,104.680226552,57.1632535993,18.025,29.4919729523
 01/05  12:00:00,70.9796579938,5.11043511445,1.57544875046,22.5651278756,18.7433767983,22.9618409725,104.825348092,57.4037230035,18.025,29.3966250887
 01/05  13:00:00,70.6925949024,5.10807148366,1.43611719047,22.3763107249,18.5889407304,23.1597249699,102.676803261,55.2609600123,18.025,29.390843249
 01/05  14:00:00,70.7678009938,5.10476832698,1.46980868223,22.1746280609,18.7433767983,23.2517909448,101.721531411,54.3047942322,18.025,29.3917371787
 01/05  15:00:00,70.6206170663,5.10124701281,1.48713129051,22.0136435862,18.7433767983,23.2517909448,95.6559835392,54.1188411652,18.025,23.5121423741
 01/05  16:00:00,72.0611450956,5.09856638222,1.5031065588,21.8468259161,18.7433767983,22.9618409725,102.785260849,55.3716140041,18.025,29.3886468452
 01/05  17:00:00,80.2450323165,5.07630756115,0.684561239946,20.7681797523,18.7433767983,27.431320555,77.6466240513,53.8463104389,18.025,5.77531361242
 01/05  18:00:00,88.6357087056,5.00110013284,0.0,17.7299777368,17.6635504202,40.6971502883,69.0148519563,57.4501067604,0.0,11.5647451959
 01/05  19:00:00,93.2359562231,4.95429671293,0.0123599122319,15.8588560538,27.5259009287,37.3340067412,81.4717544883,64.001173587,0.0,17.4705809013
 01/05  20:00:00,92.4323353206,4.89157609072,0.0324197028055,12.7731883164,33.8341110165,33.3544677425,71.774602746,60.1730944896,0.0,11.6015082564
 01/05  21:00:00,97.4094867165,4.82669771147,0.056645040558,9.63683548865,36.5179666069,38.8247702939,76.9051294839,59.6479506364,0.0,17.2571788476
 01/05  22:00:00,91.4589068162,4.81475279948,0.0596964977178,9.20932566628,32.965339924,36.8579353714,80.3975882182,62.7674849442,0.0,17.630103274
 01/05  23:00:00,71.2574586347,4.88789065933,0.0313610339871,12.5108756018,25.6355707503,20.6438685092,73.9409481326,62.3214856261,0.0,11.6194625066
 01/05  24:00:00,54.5654468265,4.95469979838,0.00913463174725,15.328108127,15.0252895274,11.7056064465,72.0167121553,60.4681306865,0.0,11.5485814688
 01/06  01:00:00,50.5619272484,4.97982856545,0.00167047220122,16.3328823545,11.6412384099,10.0650221343,65.4470385622,59.6715657021,0.0,5.77547286004
 01/06  02:00:00,49.6327826741,4.99647430812,0.0,16.9496664814,10.0992000411,10.047477231,65.914340469,60.1473691769,0.0,5.76697129216
 01/06  03:00:00,48.4360251696,5.01322895634,0.0,17.5957121956,8.25718729233,10.0299323277,66.626538213,60.8596275753,0.0,5.76691063773
 01/06  04:00:00,48.5332588658,5.01678028458,0.0,17.6893951116,8.25718729233,10.0299323277,66.4335043948,60.6671783959,0.0,5.76632599892
 01/06  05:00:00,50.0876054251,5.01528140788,0.0,17.6384241089,8.25718729233,11.6354268332,66.2912996362,60.5158451579,0.0,5.77545447829
 01/06  06:00:00,56.9364414345,4.99899653693,0.0,16.9232529283,12.1011305571,15.3678112995,70.8910767754,59.3075540765,0.0,11.5835226989
 01/06  07:00:00,80.4051736027,4.86097139621,0.0159942577852,10.9846919071,19.7275818095,37.2640762949,74.837176053,57.3381144225,0.0,17.4990616305
 01/06  08:00:00,95.3550872999,4.78632805118,0.0494649060123,7.37082378109,24.3117294858,51.2795993405,77.7520823106,54.2844279289,0.0,23.4676543817
 01/06  09:00:00,88.3928957134,4.87756827562,0.082472314513,11.5605077861,23.6694662846,40.6342015617,87.1933252669,45.591857813,0.0,41.601467454
 01/06  10:00:00,85.7556172724,4.89504635689,1.69967401347,12.2965001375,23.6694662846,35.6302164847,97.815403018,44.2982976535,18.025,35.4921053645
 01/06  11:00:00,65.444458127,4.96168558628,1.84124161406,15.0262420066,18.7433767983,22.9618409725,92.1736342059,44.6596423815,18.025,29.4889918243
 01/06  12:00:00,63.9456976994,4.97087842892,1.84955920758,15.3966135415,18.7433767983,22.9618409725,92.3504453467,44.9274755652,18.025,29.3979697815
 01/06  13:00:00,63.7598336675,4.9694554197,1.70110425967,15.317179474,18.5889407304,23.1597249699,90.8457300307,43.4271470829,18.025,29.3935829478
 01/06  14:00:00,63.916637235,4.96727581415,1.73644816087,15.1943164624,18.7433767983,23.2517909448,90.2732156973,42.8537014663,18.025,29.394514231
 01/06  15:00:00,64.0121310357,4.97014692094,1.7544701696,15.2689183342,18.7433767983,23.2517909448,84.3287837111,42.7894085769,18.025,23.5143751342
 01/06  16:00:00,66.0456666557,4.97829891114,1.71986047314,15.7348617,18.7433767983,22.9618409725,93.5464906757,46.1301227044,18.025,29.3913679713
 01/06  17:00:00,74.8954950925,4.96847136552,0.86932267172,15.3417167558,18.7433767983,27.431320555,70.3291800723,46.5288795458,18.025,5.77530052649
 01/06  18:00:00,83.1086489144,4.89721143832,0.0147204815215,12.292086634,17.6635504202,40.6971502883,59.875351943,48.3093633043,0.0,11.5659886387
 01/06  19:00:00,87.5528701398,4.85132455864,0.033012471816,10.2580897601,27.5259009287,37.3340067412,70.5154087081,53.0444588974,0.0,17.4709498107
 01/06  20:00:00,88.1919838211,4.81570660848,0.0455275380698,8.59559748113,33.8341110165,33.3544677425,65.0838889183,53.4834005998,0.0,11.6004883185
 01/06  21:00:00,93.816360186,4.76309522269,0.0647331107337,6.09922339397,36.5179666069,38.8247702939,72.2887519476,54.8993376857,0.0,17.389414262
 01/06  22:00:00,87.3207442732,4.74399417504,0.0793249747754,5.12229283535,32.965339924,36.8579353714,72.7672349806,55.2701467523,0.0,17.4970882283
 01/06  23:00:00,67.4795993561,4.8192186018,0.04144970176,8.79159960546,25.6355707503,20.6438685092,68.9334670116,57.3139354027,0.0,11.6195316089
 01/06  24:00:00,51.6362939318,4.89820536016,0.0186110407722,12.4459741503,15.0252895274,11.7056064465,70.9090201673,59.360129427,0.0,11.5488907402
 01/07  01:00:00,49.2730935593,4.93161673346,0.0112218661889,13.8828117515,12.8411359301,10.0650221343,66.1980144612,60.4223462954,0.0,5.77566816578
 01/07  02:00:00,50.0089618391,4.94766184312,0.00630295761142,14.6088743184,12.8411359301,10.0650221343,67.2138677012,61.4468779723,0.0,5.76698972893
 01/07  03:00:00,47.0499788056,4.98178249796,0.000159479238026,16.2409526171,8.25718729233,10.0299323277,69.8055921189,64.0386630555,0.0,5.76692906341
 01/07  04:00:00,48.0013541813,5.00155397692,0.0,17.1727162262,8.25718729233,10.0299323277,71.5340709808,65.7672126817,0.0,5.76685829905
 01/07  05:00:00,50.0095765868,5.01035284871,0.0,17.5653239279,8.25718729233,11.6354268332,71.9632273647,66.1879004014,0.0,5.77532696327
 01/07  06:00:00,54.6514928333,5.01985004261,0.0,18.0392358598,8.71707943955,15.3327214929,71.9139751079,66.1297461191,0.0,5.78422898879
 01/07  07:00:00,72.7724666208,4.97250331451,0.0,16.1111297095,18.5082010057,25.6353820695,76.5094353398,64.9253646281,0.0,11.5840707117
 01/07  08:00:00,85.1930833112,4.88338043418,0.0131378081677,12.2713681176,19.4083231844,41.0650158608,85.8643281529,62.538726186,0.0,23.3256019669
 01/07  09:00:00,105.036229469,4.79847508751,0.105247485449,8.22972782839,26.3286599382,57.9988325916,97.7937620158,53.2299631183,0.0,44.5637988975
 01/07  10:00:00,94.2176567797,4.85899650211,1.49292312513,11.1179552941,26.3286599382,42.8504436482,110.730475199,53.7269429084,18.025,38.9785322901
 01/07  11:00:00,69.9146513217,4.97186506533,1.55930927299,16.2823356218,21.7447113004,23.4437158914,111.031223296,57.5114509923,18.025,35.494772304
 01/07  12:00:00,66.4987152649,4.99439174463,1.59531965824,17.1540116733,19.3027497915,23.426170988,104.369030163,56.8572629484,18.025,29.4867672146
 01/07  13:00:00,66.3485638369,4.99289560503,1.49785780227,16.9610561043,19.1483137236,23.7250123474,102.352454524,54.9349509747,18.025,29.392503549
 01/07  14:00:00,66.8938042891,5.00058588529,1.52621709986,17.3247014649,19.3027497915,23.7161209604,100.932827332,53.5160988032,18.025,29.3917285285
 01/07  15:00:00,67.0635083547,5.00354260188,1.53043455801,17.4872310135,19.3027497915,23.7161209604,101.26912867,53.8504547119,18.025,29.3936739585
 01/07  16:00:00,69.1149572811,5.01351953147,1.53104921961,17.9340396366,19.3027497915,23.426170988,97.8807577672,55.706275904,18.025,24.1494818632
 01/07  17:00:00,78.9833897408,5.02705198022,0.646957271667,18.5696948427,19.3027497915,27.8956505705,85.7937678969,56.8597064472,18.025,10.9090614497
 01/07  18:00:00,84.7251548,4.9748108368,0.00808065079228,16.3798997441,18.2229234133,37.5968344597,64.9269368749,59.142880955,0.0,5.78405591988
 01/07  19:00:00,94.8728123595,4.89119997637,0.0340010884311,12.6317537655,32.690315043,37.0816133363,73.8064922883,62.2408672225,0.0,11.5656250658
 01/07  20:00:00,92.6914640717,4.84185955815,0.0480798040911,10.3735983378,36.8143715336,33.066984531,74.4255432384,62.8248384851,0.0,11.6007047533
 01/07  21:00:00,95.5347587123,4.79212099985,0.0642128036432,8.01041700713,36.3493007332,38.7721355839,75.0178029852,63.4200716984,0.0,11.5977312868
 01/07  22:00:00,92.8579744719,4.78407009232,0.0894618222516,7.43429939873,36.1807251679,36.8228455648,79.582650072,63.2301259307,0.0,16.3525241413
 01/07  23:00:00,75.144422912,4.85562733476,0.0410470472156,11.0169133278,31.0351095914,20.6438685092,83.9013647692,65.3613076438,0.0,18.5400571254
 01/07  24:00:00,57.6824859289,4.96233749764,0.0165890390817,16.0276184829,17.4250845679,11.7056064465,82.2418160306,70.6581305274,0.0,11.5836855032
 01/08  01:00:00,53.3786245861,5.000688725,0.00896968129346,17.8021001378,12.925468867,10.100111941,78.2038999312,72.4283235447,0.0,5.7755763865
 01/08  02:00:00,54.0620862174,5.01618628987,0.00383688569902,18.4765175884,12.925468867,10.100111941,78.402428254,72.6358652171,0.0,5.76656303687
 01/08  03:00:00,51.0661695176,5.05090872923,0.0,20.0687539113,8.34152022915,10.0650221343,79.9674990673,74.2004840353,0.0,5.76701503201
 01/08  04:00:00,52.0048992343,5.07094044566,0.0,20.9874525659,8.34152022915,10.0650221343,81.071578732,75.3051485937,0.0,5.7664301383
 01/08  05:00:00,54.6775163299,5.09186600109,0.0,22.0323276089,8.34152022915,11.6705166398,83.2645631336,77.4890034229,0.0,5.77555971069
 01/08  06:00:00,59.5972498695,5.107015192,0.0,22.7784048837,8.80141237637,15.3678112995,83.5776351793,77.7932658887,0.0,5.78436929064
 01/08  07:00:00,77.4376036006,5.05750864252,0.0,20.6912612438,18.5082010057,25.6353820695,87.7689330829,76.1850518182,0.0,11.5838812647
 01/08  08:00:00,89.3884736858,4.95373962991,0.00646297613285,16.2836516639,19.4926561212,41.1001056674,90.0646806881,72.5673088117,0.0,17.4973718765
 01/08  09:00:00,108.768782112,4.86167725182,0.0724566287124,11.9318697783,26.3286599382,57.9988325916,109.903026663,61.9838730762,0.0,47.9191535868
 01/08  10:00:00,97.7178723657,4.92500461608,1.2617512944,14.9027579068,26.2443270014,42.8153538416,121.352125843,61.7291663772,18.025,41.5979594653
 01/08  11:00:00,73.5691271892,5.04242918398,1.40618957297,20.0193660199,21.7447113004,23.4437158914,117.26579796,63.7455462675,18.025,35.4952516926
